Retail and E-commerce,Customer Satisfaction,%
Random fluctuation,Periodic fluctuation,Periodic fluctuation,Random fluctuation,Single Peak Distribution,Single Peak Distribution,Periodic fluctuation
42.479061799814325,92.95212195189471,54.090407722894916,34.471278005557814,100.0,100.0,59.06929493198434
30.38874780419106,100.0,86.07031730592148,16.940693777149825,93.0325274766836,92.96086059217998,44.481746395207864
30.83307992567906,80.2774349660327,87.71460321359233,19.052099596707933,79.20874837922467,80.84353447868864,16.739020036688075
36.02421952254901,63.443963023830285,76.38056505467705,14.139747773510466,69.36907761859722,75.03501411239927,12.282111150591039
40.43544467659689,34.148040889864376,47.41603123631767,17.774780377284245,56.195931118357954,57.80999030017191,3.371949728938157
39.492431798943734,8.273490211913263,11.911008257732115,19.82697245224301,44.033563574487815,48.312034160676866,5.0227476688664785
35.69756857582113,1.7403850022681688,4.115223721882791,28.972114521315746,34.95698289749905,41.529493212503155,9.188204885880348
28.45921689656746,6.87208343317862,15.671928614507635,19.503678740106388,22.74807610376092,18.958682315974038,28.114590766114116
17.138450080434474,18.209843558431164,37.21035782719354,33.39374210711242,13.603193910962199,13.977424540921696,37.50983677821031
3.371991912017027,39.91073392369199,75.87644938692493,21.39735680886547,20.480430668258474,11.591303906948745,57.38313335601284
3.286744884185138,64.60143925514492,93.41987359559245,13.508584223838898,10.549356153288956,15.280737874876415,76.87464459713702
3.1016305172376315,86.65315519134786,76.96894094788362,18.033424506529265,6.559982451458164,21.105257965228834,86.74991871747181
4.159387533550647,99.5059946341008,50.50203263829203,23.74797374465544,3.880558380249935,7.773856636234538,94.62032818120026
0.0,91.926295388894,20.185643468490174,25.70834532248565,3.5103841421934803,3.3954353739470777,96.23787054806549
4.985295452170867,75.11624859411664,0.46023276790745055,22.767742326963294,6.359870699231903,3.4121536845358054,92.73313730439553
30.859906164911678,48.68088506005244,10.152288890060854,27.947004318249498,0.0,10.754548215342629,93.47059716126593
32.99538078244688,19.967183227607578,35.8923428365457,27.865153634512392,10.729082821701928,15.469618820720344,74.71153206421374
46.08026563570719,10.547123907438118,68.79205138773179,35.13184783786782,9.920819823374135,13.145901711459304,43.812687105834776
55.58723899372414,4.5317802586310725,87.97730233430036,40.92982273457354,11.406822408334408,11.528748849557923,30.64348033489901
60.835935657603116,13.557859724722862,91.92257821846185,35.85768503677106,4.4457673902765515,2.3035906427726407,19.689113449425417
59.66771012417962,38.14055687068911,52.98791747832963,19.04090780114504,3.1950384769218876,2.277452525175048,14.355883006330087
57.030670163860364,62.21742738741484,24.794252937998074,7.650201186436859,6.600684716336591,10.780004106131717,9.446651023641623
82.70637174455476,86.1717250192454,6.667492337757743,3.5025341164111023,6.746351271030333,15.109583532832534,11.959641815756997
82.19065506834374,90.14856947220123,4.259308766666775,11.313415681192906,3.4290015260430824,9.17414703487676,13.339201243740408
100.0,94.67813268830066,33.245823550089014,0.0,11.256940822422292,10.28846471432325,23.92306325076133
